age,income,expenses,savings,debt,credit_score,impulse_purchases,num_bank_accounts,financial_goal,time_horizon_months,budget_score,investment_score,loan_knowledge_score,risk_score,literacy_level,recommended_monthly,save_rate,debt_to_income,expense_ratio
43,51267,35978,5221,11052,721,1,2,Investing,36,96,36,22,13,1,5264,0.102,0.216,0.702
43,25604,9316,5038,7518,565,2,1,Debt Repayment,36,54,77,98,64,2,500,0.197,0.294,0.364
45,52799,31327,9265,14623,663,1,1,Short Term Savings,6,72,60,54,74,1,5819,0.175,0.277,0.593
35,19836,11219,3310,3059,713,3,1,Short Term Savings,36,29,27,48,16,0,1261,0.167,0.154,0.566
49,43422,18655,9307,16204,619,2,1,Emergency Fund,60,36,79,17,66,1,1982,0.214,0.373,0.43
20,5000,2400,116,1014,689,5,2,Debt Repayment,6,81,39,64,30,1,500,0.023,0.203,0.48
19,63464,55865,14831,13939,639,0,1,Investing,12,83,81,24,35,1,14243,0.234,0.22,0.88
50,40017,18935,8432,2533,665,3,1,Emergency Fund,12,55,4,63,56,1,8586,0.211,0.063,0.473
36,8105,3469,1910,2880,683,3,3,Investing,60,72,45,52,65,1,3247,0.236,0.355,0.428
34,52575,32687,10647,20670,626,3,2,Investing,6,66,19,83,35,1,27050,0.203,0.393,0.622
50,72643,51037,16132,33035,760,2,2,Debt Repayment,6,71,41,28,100,1,500,0.222,0.455,0.703
29,21471,15782,1432,11645,670,2,2,Debt Repayment,12,39,0,17,72,0,500,0.067,0.542,0.735
20,35795,26937,3344,16451,694,2,2,Debt Repayment,60,100,27,34,61,1,500,0.093,0.46,0.753
43,29703,9567,2747,4201,740,1,1,Debt Repayment,60,100,68,58,34,2,500,0.092,0.141,0.322
52,24595,13189,1109,3477,697,3,1,Short Term Savings,36,47,58,86,76,1,1321,0.045,0.141,0.536
25,22488,17189,4223,12347,573,3,1,Debt Repayment,6,57,58,38,8,1,500,0.188,0.549,0.764
53,27070,22817,1389,12833,707,2,1,Investing,60,75,42,44,19,1,3255,0.051,0.474,0.843
24,28152,18617,903,13213,670,1,1,Debt Repayment,6,79,30,53,40,1,814,0.032,0.469,0.661
53,32870,10892,6519,14194,593,1,1,Short Term Savings,12,49,38,28,42,0,3344,0.198,0.432,0.331
33,31418,16902,7165,5036,741,1,1,Investing,36,74,55,17,24,1,5211,0.228,0.16,0.538
41,55223,19026,10809,28077,567,1,1,Short Term Savings,6,56,59,48,74,1,5598,0.196,0.508,0.345
18,53437,40030,11212,4581,605,4,1,Investing,12,37,5,71,20,0,14522,0.21,0.086,0.749
42,9329,3154,1464,1959,616,3,2,Emergency Fund,12,53,47,42,90,1,2040,0.157,0.21,0.338
27,28128,11572,6305,5847,547,4,3,Investing,60,66,54,71,62,1,3175,0.224,0.208,0.411
33,65011,35767,8727,21848,648,1,1,Emergency Fund,36,68,27,10,50,0,5035,0.134,0.336,0.55
33,45880,26499,11346,12757,596,1,1,Emergency Fund,60,43,58,47,50,1,2070,0.247,0.278,0.578
25,46689,25393,2044,12880,668,3,1,Short Term Savings,6,54,17,0,24,0,6850,0.044,0.276,0.544
46,44779,25883,9229,14873,788,1,1,Short Term Savings,36,76,52,58,89,1,1101,0.206,0.332,0.578
45,34766,25307,5823,8665,646,4,1,Short Term Savings,36,71,0,26,0,0,1193,0.167,0.249,0.728
23,39179,20434,6015,5876,688,1,3,Investing,6,59,31,69,47,1,27712,0.154,0.15,0.522
33,31922,20067,5967,12720,648,0,1,Investing,60,58,27,0,46,0,3180,0.187,0.398,0.629
37,57114,27530,12180,27093,624,1,1,Emergency Fund,60,84,78,76,58,2,2609,0.213,0.474,0.482
33,32104,16442,7013,9226,708,1,2,Investing,36,83,36,13,58,1,5215,0.218,0.287,0.512
24,37740,25220,2277,14706,574,1,1,Investing,36,51,19,35,8,0,5343,0.06,0.39,0.668
31,54706,32511,3573,17572,729,5,1,Investing,36,1,70,26,41,0,5308,0.065,0.321,0.594
43,33444,24541,793,1183,588,3,2,Emergency Fund,12,26,46,68,35,1,7656,0.024,0.035,0.734
43,38585,24552,1941,9794,757,2,1,Short Term Savings,6,30,52,55,79,1,6865,0.05,0.254,0.636
31,32836,25682,2649,194,620,1,2,Emergency Fund,36,57,28,70,42,1,2590,0.081,0.006,0.782
24,38213,21630,7101,15175,584,2,1,Investing,12,71,80,59,53,2,14838,0.186,0.397,0.566
50,33513,19927,4337,10218,658,0,1,Emergency Fund,12,74,36,37,68,1,7400,0.129,0.305,0.595
43,29282,20555,5690,2228,524,4,1,Emergency Fund,6,41,37,25,2,0,11736,0.194,0.076,0.702
37,25840,11182,3408,8406,564,2,2,Short Term Savings,6,48,54,64,0,1,6656,0.132,0.325,0.433
20,36550,19428,5401,19702,687,0,2,Short Term Savings,60,57,57,63,46,1,731,0.148,0.539,0.532
21,60364,40739,2749,12332,744,1,1,Short Term Savings,60,57,100,32,61,1,774,0.046,0.204,0.675
43,52473,16651,10421,30928,602,2,1,Debt Repayment,12,50,72,25,57,1,500,0.199,0.589,0.317
28,8416,4731,1635,4844,752,1,2,Investing,6,100,51,57,21,1,28337,0.194,0.576,0.562
19,31417,20713,2850,14803,616,0,1,Emergency Fund,12,66,18,82,58,1,7030,0.091,0.471,0.659
31,27233,23976,2602,13297,664,2,1,Investing,60,38,18,50,34,0,3236,0.096,0.488,0.88
47,8753,7231,617,2156,665,2,1,Short Term Savings,12,59,46,44,40,1,3798,0.07,0.246,0.826
29,45505,21316,9427,10990,772,1,1,Investing,60,51,90,43,82,1,3124,0.207,0.242,0.468
43,38078,23011,7303,21804,720,2,2,Emergency Fund,12,54,79,13,69,1,8225,0.192,0.573,0.604
50,80458,26860,12881,17678,633,5,1,Investing,36,42,57,79,75,1,5057,0.16,0.22,0.334
30,33319,14808,2496,1936,844,1,1,Emergency Fund,60,43,8,44,27,0,1597,0.075,0.058,0.444
31,24476,18722,1456,2242,645,1,2,Debt Repayment,6,21,19,28,93,0,500,0.059,0.092,0.765
41,22541,8430,711,9607,651,2,1,Investing,6,55,35,7,44,0,28469,0.032,0.426,0.374
51,30968,14078,944,7116,676,2,1,Investing,36,60,43,68,66,1,5379,0.03,0.23,0.455
43,51806,44886,3265,6196,616,3,1,Short Term Savings,36,48,34,70,87,1,1263,0.063,0.12,0.866
38,54097,42969,2332,26414,760,0,2,Investing,36,78,74,54,27,1,5342,0.043,0.488,0.794
45,98523,75773,14572,28887,642,0,1,Debt Repayment,36,59,79,65,29,1,500,0.148,0.293,0.769
53,15868,12991,1624,5404,701,1,1,Emergency Fund,12,60,34,46,77,1,3536,0.102,0.341,0.819
19,41724,31283,5104,3854,430,2,2,Investing,36,64,33,19,63,0,5267,0.122,0.092,0.75
26,26314,9798,4121,3043,660,1,1,Emergency Fund,6,59,35,81,61,1,10688,0.157,0.116,0.372
40,47009,28672,8066,3549,623,2,2,Emergency Fund,12,61,33,71,48,1,10227,0.172,0.075,0.61
32,67663,38334,11440,20889,655,1,2,Debt Repayment,36,32,54,27,34,0,500,0.169,0.309,0.567
30,57242,27859,4579,26640,557,2,1,Investing,12,82,37,72,19,1,15032,0.08,0.465,0.487
40,15847,12684,3267,6962,635,2,1,Emergency Fund,6,32,71,77,69,1,6324,0.206,0.439,0.8
34,53693,31060,12407,8415,664,4,1,Investing,60,78,39,52,24,1,3075,0.231,0.157,0.578
19,5000,1680,463,2554,621,4,2,Investing,36,66,25,37,62,1,5392,0.093,0.511,0.336
37,5000,2324,119,316,697,1,2,Emergency Fund,36,49,45,60,50,1,500,0.024,0.063,0.465
37,35018,15308,7942,2396,655,1,1,Investing,36,67,40,52,45,1,5190,0.227,0.068,0.437
20,52213,43466,12135,26606,700,1,1,Debt Repayment,36,54,45,34,47,1,500,0.232,0.51,0.832
29,46963,32332,1489,6887,728,2,1,Debt Repayment,36,79,38,80,31,1,500,0.032,0.147,0.688
19,78115,49698,1651,33188,734,1,1,Short Term Savings,12,45,0,70,64,0,3719,0.021,0.425,0.636
53,42186,25479,8765,229,619,2,1,Short Term Savings,60,59,28,57,47,1,675,0.208,0.005,0.604
31,37862,26127,3382,2126,618,0,2,Debt Repayment,12,45,66,43,50,1,500,0.089,0.056,0.69
33,63103,47511,14536,23068,778,1,1,Emergency Fund,12,40,31,82,23,1,13444,0.23,0.366,0.753
36,32517,20571,2271,3558,576,5,1,Short Term Savings,36,57,0,34,43,0,1289,0.07,0.109,0.633
51,47774,41227,10417,808,616,2,2,Debt Repayment,60,87,47,63,54,1,500,0.218,0.017,0.863
23,48979,43400,1752,13722,637,3,1,Emergency Fund,12,69,67,35,59,1,11168,0.036,0.28,0.886
30,20564,18450,1644,4078,581,3,1,Short Term Savings,36,57,86,86,52,2,1306,0.08,0.198,0.897
53,47749,33502,11642,22984,659,1,1,Debt Repayment,60,57,62,38,49,1,500,0.244,0.481,0.702
39,83700,71946,6124,41121,747,7,3,Emergency Fund,60,28,70,42,41,1,4016,0.073,0.491,0.86
35,62732,34043,3173,23126,496,2,1,Investing,36,42,65,44,42,1,5319,0.051,0.369,0.543
29,23214,18936,5040,4081,608,0,1,Short Term Savings,12,44,48,28,58,1,3458,0.217,0.176,0.816
47,86773,73366,4086,24034,659,2,1,Investing,6,63,16,96,78,1,27987,0.047,0.277,0.845
24,53785,45313,2281,22662,775,2,2,Emergency Fund,36,79,42,66,100,1,4299,0.042,0.421,0.842
49,48484,38714,4576,2016,530,3,3,Short Term Savings,36,56,62,52,77,1,1227,0.094,0.042,0.798
36,38055,20700,6321,7591,719,5,3,Investing,12,64,46,36,73,1,14898,0.166,0.199,0.544
23,53654,21211,9843,26474,636,3,1,Emergency Fund,36,60,74,63,85,1,4084,0.183,0.493,0.395
37,42235,21133,9405,10289,662,4,3,Short Term Savings,6,62,50,22,62,1,5799,0.223,0.244,0.5
44,40392,30712,5832,15138,748,3,1,Investing,60,60,36,17,61,0,3183,0.144,0.375,0.76
54,37337,16418,4125,2158,639,5,1,Investing,12,67,55,30,41,1,15067,0.11,0.058,0.44
24,59475,34909,6098,27728,647,3,2,Emergency Fund,36,45,25,69,46,1,4657,0.103,0.466,0.587
22,57258,36601,12298,3451,660,1,2,Emergency Fund,36,77,46,71,54,1,4310,0.215,0.06,0.639
28,37012,24513,6901,19132,666,5,1,Investing,36,38,38,52,44,1,5218,0.186,0.517,0.662
32,9620,8287,2195,615,562,1,1,Investing,36,28,18,44,29,0,5346,0.228,0.064,0.861
20,40721,28378,9843,21766,662,1,3,Investing,6,63,63,49,49,1,27165,0.242,0.535,0.697
22,25642,19789,2282,5596,684,1,1,Debt Repayment,60,58,21,66,44,1,500,0.089,0.218,0.772
40,30528,19816,4329,11439,520,1,2,Emergency Fund,12,53,51,0,24,0,6711,0.142,0.375,0.649
54,37502,30007,6199,19048,719,3,2,Debt Repayment,36,52,35,60,85,1,500,0.165,0.508,0.8
26,18793,8610,1084,115,723,2,1,Investing,6,73,52,69,28,1,28416,0.058,0.006,0.458
32,7794,3319,251,1242,670,4,1,Investing,12,43,45,69,59,1,15365,0.032,0.159,0.426
20,45839,39228,10065,24982,542,3,1,Emergency Fund,60,39,30,57,56,1,2089,0.22,0.545,0.856
46,40536,29027,5803,9441,598,5,1,Investing,12,70,44,63,22,1,14938,0.143,0.233,0.716
23,39771,27955,6016,16855,463,3,2,Emergency Fund,12,76,46,89,57,2,8715,0.151,0.424,0.703
34,50215,29143,7413,4218,621,4,1,Debt Repayment,36,43,76,33,59,1,500,0.148,0.084,0.58
43,26809,14102,5191,10911,576,1,1,Emergency Fund,6,85,91,48,47,2,10748,0.194,0.407,0.526
38,46649,29548,2494,2047,644,1,1,Emergency Fund,12,54,20,45,48,0,10573,0.053,0.044,0.633
25,66748,24852,10761,28728,730,2,1,Investing,36,52,28,79,35,1,5114,0.161,0.43,0.372
38,34905,19994,4467,6781,609,4,1,Investing,36,63,0,41,100,0,5284,0.128,0.194,0.573
28,77987,44703,17648,21798,682,1,1,Investing,36,61,15,28,48,0,4928,0.226,0.28,0.573
55,40999,25542,5719,4089,642,0,1,Investing,36,76,21,32,61,1,5250,0.139,0.1,0.623
25,22952,15625,5436,8646,577,2,1,Short Term Savings,12,100,0,11,41,0,3428,0.237,0.377,0.681
41,56993,49834,5770,11543,762,0,3,Short Term Savings,60,39,4,44,24,0,725,0.101,0.203,0.874
52,37748,26095,9149,8682,716,6,3,Short Term Savings,60,52,37,47,49,1,669,0.242,0.23,0.691
31,61051,50686,13509,23890,561,3,1,Debt Repayment,6,53,32,17,34,0,500,0.221,0.391,0.83
31,48266,30590,7451,5179,685,1,1,Investing,6,98,33,34,69,1,27507,0.154,0.107,0.634
27,33443,22612,3389,17096,633,2,1,Short Term Savings,6,26,23,40,44,0,6658,0.101,0.511,0.676
29,70420,24076,7497,31236,691,3,1,Short Term Savings,12,56,100,71,52,2,3269,0.106,0.444,0.342
55,30012,11403,5934,10403,542,0,2,Debt Repayment,36,70,54,28,2,1,500,0.198,0.347,0.38
51,5000,3239,767,384,622,2,2,Short Term Savings,36,81,43,21,63,1,1330,0.153,0.077,0.648
27,57611,30961,6473,23751,678,3,1,Short Term Savings,6,53,77,42,72,1,6218,0.112,0.412,0.537
34,46998,36624,7815,510,562,5,2,Investing,36,85,40,68,48,1,5194,0.166,0.011,0.779
34,65674,41105,12388,31696,670,1,3,Investing,36,43,10,44,72,0,5070,0.189,0.483,0.626
20,22366,18549,565,4076,623,6,1,Short Term Savings,6,50,26,61,69,1,7062,0.025,0.182,0.829
48,35056,30968,1425,2465,653,2,3,Debt Repayment,6,24,85,31,70,1,500,0.041,0.07,0.883
18,32799,12745,1368,3237,731,3,2,Investing,12,76,36,58,50,1,15279,0.042,0.099,0.389
29,58675,31502,4303,33907,866,3,1,Emergency Fund,36,42,1,63,36,0,4641,0.073,0.578,0.537
21,53017,37058,6267,24615,656,3,2,Investing,6,55,64,27,11,1,27676,0.118,0.464,0.699
30,44296,21407,9073,6322,634,2,1,Short Term Savings,6,89,53,31,39,1,5846,0.205,0.143,0.483
51,44424,20444,4475,25680,804,2,1,Investing,60,40,30,0,53,0,3205,0.101,0.578,0.46
38,16980,13384,407,1427,740,2,2,Short Term Savings,12,83,49,62,36,1,3814,0.024,0.084,0.788
39,55373,49183,7263,24370,792,0,2,Investing,6,81,78,30,41,1,27533,0.131,0.44,0.888
21,55782,42633,13902,21980,669,2,1,Investing,60,57,62,43,48,1,3050,0.249,0.394,0.764
35,85822,52712,8605,42300,715,2,1,Emergency Fund,12,58,39,45,43,1,19143,0.1,0.493,0.614
22,49415,27944,11913,11316,653,4,1,Short Term Savings,12,47,74,62,63,1,2929,0.241,0.229,0.565
36,52649,32841,2280,12693,654,0,1,Short Term Savings,60,58,82,35,75,1,782,0.043,0.241,0.624
19,49552,28626,2963,18569,658,2,1,Debt Repayment,36,47,20,45,65,0,500,0.06,0.375,0.578
29,26065,15684,4862,6227,683,3,1,Debt Repayment,60,92,99,80,48,2,500,0.187,0.239,0.602
34,64988,27429,8791,1612,655,1,2,Debt Repayment,12,62,47,89,19,1,500,0.135,0.025,0.422
27,38885,32750,7620,17024,761,2,1,Investing,36,80,61,63,27,1,5199,0.196,0.438,0.842
51,36140,27203,7900,13898,696,0,1,Emergency Fund,12,46,47,80,76,1,7732,0.219,0.385,0.753
23,37303,26432,2900,9483,666,2,2,Short Term Savings,60,87,59,58,52,1,772,0.078,0.254,0.709
25,38681,33650,6848,7028,662,1,1,Short Term Savings,12,77,58,44,27,1,3319,0.177,0.182,0.87
28,30271,14246,4835,5825,615,2,1,Investing,36,69,32,67,19,1,5274,0.16,0.192,0.471
29,44304,15448,9665,19698,563,3,2,Short Term Savings,12,72,51,36,0,1,3102,0.218,0.445,0.349
26,38067,30289,4527,16654,730,0,1,Emergency Fund,6,61,73,25,41,1,15667,0.119,0.437,0.796
19,36365,32693,1161,17867,729,1,1,Investing,6,74,31,28,79,1,28405,0.032,0.491,0.899
25,49796,32220,7572,22772,561,4,1,Debt Repayment,36,75,70,23,74,1,500,0.152,0.457,0.647
28,41515,13919,9986,18879,563,2,1,Debt Repayment,60,71,8,55,55,1,500,0.241,0.455,0.335
53,28917,22216,675,4368,706,7,1,Investing,60,72,62,52,82,1,3267,0.023,0.151,0.768
27,24729,8512,1861,1507,624,2,2,Debt Repayment,6,63,100,0,70,1,500,0.075,0.061,0.344
38,41968,26188,3890,19181,570,1,3,Investing,36,29,56,43,18,1,5300,0.093,0.457,0.624
37,25067,11694,4916,1483,521,0,1,Short Term Savings,60,57,11,71,88,1,739,0.196,0.059,0.466
25,23627,20059,2229,13922,613,1,3,Short Term Savings,60,44,67,88,43,1,783,0.094,0.589,0.849
53,23910,13647,1792,12554,660,6,1,Debt Repayment,6,33,84,74,28,1,640,0.075,0.525,0.571
46,45099,37841,7629,14435,627,2,1,Short Term Savings,36,67,58,14,40,1,1145,0.169,0.32,0.839
29,63870,30622,1959,13496,543,1,1,Debt Repayment,12,93,35,55,52,1,500,0.031,0.211,0.479
31,46955,24999,2781,14842,602,0,2,Debt Repayment,36,14,22,46,53,0,500,0.059,0.316,0.532
38,57736,50130,6573,25437,694,2,1,Investing,12,41,47,83,53,1,14879,0.114,0.441,0.868
39,38605,16244,3929,17518,776,1,2,Emergency Fund,36,59,59,17,51,1,3023,0.102,0.454,0.421
38,42844,27724,4277,1893,653,1,2,Emergency Fund,12,69,0,59,38,1,9558,0.1,0.044,0.647
47,73059,38948,3285,35281,732,1,3,Emergency Fund,6,53,78,82,48,2,30841,0.045,0.483,0.533
37,56574,43250,5826,21775,707,1,2,Investing,60,70,0,2,67,0,3183,0.103,0.385,0.764
41,58740,22178,11955,1430,603,5,3,Short Term Savings,36,84,69,41,44,1,1028,0.204,0.024,0.378
40,34715,19521,3998,6522,725,2,1,Debt Repayment,60,65,64,22,57,1,500,0.115,0.188,0.562
24,39894,28698,6176,12222,739,2,1,Short Term Savings,60,68,71,66,0,1,718,0.155,0.306,0.719
26,48113,26183,2772,5440,611,3,1,Debt Repayment,12,28,11,57,41,0,500,0.058,0.113,0.544
18,27871,9340,1004,2596,651,1,1,Short Term Savings,36,15,70,71,92,1,1324,0.036,0.093,0.335
43,5000,3615,1111,42,604,3,1,Emergency Fund,36,48,100,29,59,1,500,0.222,0.008,0.723
55,47929,28849,4611,26213,549,2,1,Short Term Savings,12,61,41,44,0,1,3491,0.096,0.547,0.602
55,59227,18169,5956,1993,731,0,2,Debt Repayment,60,64,51,43,44,1,500,0.101,0.034,0.307
39,41104,27440,9119,9026,778,1,2,Investing,36,64,9,58,56,1,5158,0.222,0.22,0.668
27,28081,23923,5132,3466,645,2,2,Debt Repayment,6,48,25,57,70,1,500,0.183,0.123,0.852
23,33386,12239,6474,14844,607,1,2,Emergency Fund,36,66,37,18,84,1,2532,0.194,0.445,0.367
34,5000,3272,884,2121,735,1,1,Debt Repayment,36,58,11,53,92,1,500,0.177,0.424,0.654
55,33335,24574,1477,16125,744,6,1,Debt Repayment,6,62,18,3,60,0,940,0.044,0.484,0.737
41,17698,6060,4253,6549,580,6,1,Debt Repayment,60,63,34,63,46,1,500,0.24,0.37,0.342
27,26007,8154,5958,9232,661,4,1,Investing,36,48,59,10,52,0,5244,0.229,0.355,0.314
25,16686,9653,1240,4075,808,2,1,Investing,60,51,9,65,54,1,3258,0.074,0.244,0.578
38,14380,11140,2946,5490,795,4,3,Debt Repayment,36,98,43,31,11,1,500,0.205,0.382,0.775
23,19917,7895,2273,1376,576,3,1,Emergency Fund,12,75,5,63,31,1,4421,0.114,0.069,0.396
38,52656,42229,9334,21626,538,0,1,Short Term Savings,60,55,43,73,47,1,666,0.177,0.411,0.802
41,29804,20682,1731,1857,678,3,1,Emergency Fund,12,62,80,25,59,1,6744,0.058,0.062,0.694
50,17841,8908,2566,9224,707,2,2,Emergency Fund,36,53,51,81,60,1,1377,0.144,0.517,0.499
35,55080,33571,2705,16711,707,2,2,Emergency Fund,36,63,75,23,46,1,4392,0.049,0.303,0.609
45,42579,37441,6102,13549,693,1,2,Emergency Fund,6,63,45,53,26,1,17376,0.143,0.318,0.879
49,5000,2149,380,1754,672,3,2,Emergency Fund,12,47,54,29,24,1,1124,0.076,0.351,0.43
29,59912,35930,7433,27896,616,4,1,Emergency Fund,12,67,23,7,64,0,13254,0.124,0.466,0.6
44,41441,27959,7195,11896,599,0,1,Investing,6,63,62,56,46,1,27543,0.174,0.287,0.675
27,55407,21210,12285,14214,714,2,1,Short Term Savings,6,49,29,73,59,1,5387,0.222,0.257,0.383
49,35495,11575,2059,6140,593,2,1,Debt Repayment,36,76,14,39,22,1,500,0.058,0.173,0.326
43,72093,22210,16253,5538,516,1,1,Short Term Savings,12,47,43,68,84,1,2595,0.225,0.077,0.308
42,32362,16013,3550,3695,661,2,1,Investing,36,40,7,23,69,0,5309,0.11,0.114,0.495
28,5000,1721,1070,1,672,6,1,Emergency Fund,12,76,60,64,26,1,1071,0.214,0.0,0.344
40,22212,17375,3062,11586,803,3,2,Short Term Savings,36,41,93,0,23,1,1268,0.138,0.522,0.782
51,50042,44957,10924,22968,652,2,1,Short Term Savings,60,70,37,80,47,1,640,0.218,0.459,0.898
40,43181,14542,7446,5665,543,2,1,Debt Repayment,12,95,39,35,9,1,500,0.172,0.131,0.337
46,37549,21013,5144,53,747,2,2,Debt Repayment,12,81,57,20,100,1,500,0.137,0.001,0.56
48,20272,6394,1862,5985,646,2,1,Investing,36,49,59,35,26,1,5355,0.092,0.295,0.315
24,40368,15355,9803,9992,637,1,2,Emergency Fund,36,47,48,97,71,1,3008,0.243,0.248,0.38
50,39712,19607,8109,18490,556,0,1,Short Term Savings,12,78,4,61,64,1,3222,0.204,0.466,0.494
38,39507,21184,4253,9550,690,2,2,Short Term Savings,12,64,75,44,100,1,3519,0.108,0.242,0.536
19,50753,43843,2961,26313,662,2,2,Debt Repayment,36,27,71,100,28,1,500,0.058,0.518,0.864
35,43635,23453,8696,2509,656,4,2,Short Term Savings,36,73,14,67,67,1,1116,0.199,0.057,0.537
50,34954,20894,8657,7672,725,3,1,Short Term Savings,36,55,0,58,24,0,1117,0.248,0.219,0.598
54,19948,8923,1678,11178,734,0,3,Debt Repayment,12,62,100,77,43,2,500,0.084,0.56,0.447
51,67199,20164,15499,472,675,1,1,Debt Repayment,6,63,26,80,0,1,500,0.231,0.007,0.3
37,79632,66859,3888,18671,693,2,1,Emergency Fund,36,66,9,34,49,0,6351,0.049,0.234,0.84
52,74884,26136,17897,11668,677,2,2,Emergency Fund,12,100,0,23,23,1,15904,0.239,0.156,0.349
35,53981,47424,10333,17226,783,1,2,Short Term Savings,60,91,32,25,0,1,650,0.191,0.319,0.879
41,6498,2459,647,1086,577,2,3,Investing,36,30,58,51,29,1,5387,0.1,0.167,0.378
25,5000,3314,450,2609,563,2,1,Emergency Fund,12,69,92,48,46,1,1119,0.09,0.522,0.663
47,29031,26117,4876,16323,554,6,1,Short Term Savings,36,28,35,34,49,0,1219,0.168,0.562,0.9
27,38904,14903,6088,19820,691,3,1,Emergency Fund,60,86,0,26,44,0,1813,0.156,0.509,0.383
40,38083,21111,8810,9107,640,2,1,Debt Repayment,12,82,55,80,42,2,500,0.231,0.239,0.554
28,43875,33707,8609,26060,561,1,1,Debt Repayment,12,45,52,35,89,1,500,0.196,0.594,0.768
19,12151,3879,1753,5358,634,2,1,Short Term Savings,12,57,27,21,18,0,3711,0.144,0.441,0.319
43,72148,51504,16835,15393,822,1,2,Short Term Savings,36,77,37,41,54,1,896,0.233,0.213,0.714
53,70104,24411,10959,3940,684,1,2,Emergency Fund,36,56,48,27,43,1,5387,0.156,0.056,0.348
50,13772,6086,2966,5511,767,3,1,Investing,36,48,65,30,25,1,5325,0.215,0.4,0.442
30,5000,1980,1067,2185,545,0,1,Short Term Savings,36,60,58,49,47,1,1322,0.213,0.437,0.396
42,38205,32260,8841,2807,673,5,1,Short Term Savings,60,88,51,64,74,1,674,0.231,0.073,0.844
21,65241,26636,2319,21519,691,0,1,Emergency Fund,12,29,46,100,60,1,14877,0.036,0.33,0.408
36,39356,12761,6071,23308,705,0,1,Investing,6,43,93,94,68,2,27704,0.154,0.592,0.324
35,45199,29495,5773,8847,629,1,2,Debt Repayment,6,48,58,17,43,1,500,0.128,0.196,0.653
54,31205,15843,4144,5652,728,3,2,Emergency Fund,6,97,72,45,44,2,12781,0.133,0.181,0.508
47,42925,23326,5399,23264,689,2,2,Short Term Savings,6,87,66,62,23,2,6371,0.126,0.542,0.543
36,58889,21873,12520,4148,657,2,2,Emergency Fund,12,42,53,59,75,1,12626,0.213,0.07,0.371
40,48242,36130,4498,27021,615,3,1,Debt Repayment,12,58,82,34,41,1,693,0.093,0.56,0.749
33,51510,34044,6512,24090,531,4,1,Debt Repayment,6,77,26,71,49,1,790,0.126,0.468,0.661
18,6735,3492,445,1579,496,1,1,Short Term Savings,12,76,65,26,34,1,3811,0.066,0.234,0.518
29,82765,33349,6446,4148,596,3,2,Investing,6,62,12,35,100,0,27650,0.078,0.05,0.403
41,6974,4575,1198,80,637,3,2,Debt Repayment,6,60,46,41,75,1,500,0.172,0.011,0.656
51,43128,33086,2022,9725,595,1,1,Short Term Savings,36,99,0,33,54,1,1296,0.047,0.225,0.767
25,36991,18030,2337,15655,677,1,1,Investing,6,57,13,86,48,1,28237,0.063,0.423,0.487
35,37861,11945,5355,11075,715,4,1,Debt Repayment,6,28,34,61,48,1,500,0.141,0.293,0.315
22,57396,24600,1725,25437,549,1,1,Short Term Savings,6,63,90,62,70,2,6896,0.03,0.443,0.429
43,25843,18334,1271,10397,693,1,1,Debt Repayment,60,66,40,35,42,1,500,0.049,0.402,0.709
47,31345,28005,6851,10774,647,1,1,Emergency Fund,36,57,63,100,74,2,2356,0.219,0.344,0.893
30,17067,5257,3662,9907,512,0,2,Debt Repayment,36,35,82,17,31,1,500,0.215,0.58,0.308
36,62443,30203,6243,27289,722,2,1,Debt Repayment,12,67,39,71,71,1,569,0.1,0.437,0.484
46,45321,15282,4533,24870,575,1,1,Debt Repayment,36,40,88,98,50,2,500,0.1,0.549,0.337
20,52744,25834,12415,7663,855,0,1,Debt Repayment,36,60,44,60,8,1,500,0.235,0.145,0.49
43,56239,30568,1459,24080,743,1,1,Debt Repayment,36,50,19,55,100,1,500,0.026,0.428,0.544
29,79828,68054,12251,28632,638,7,1,Debt Repayment,36,80,72,41,32,1,500,0.153,0.359,0.852
19,76338,26591,12015,42335,649,2,1,Debt Repayment,12,28,60,65,49,1,704,0.157,0.555,0.348
28,46460,35601,9348,14229,538,4,1,Investing,36,36,37,49,38,1,5152,0.201,0.306,0.766
45,43159,23190,10310,7241,790,2,2,Short Term Savings,60,61,21,91,12,1,650,0.239,0.168,0.537
35,29357,23096,2989,6778,582,1,1,Emergency Fund,6,60,70,35,38,1,12154,0.102,0.231,0.787
30,54883,33371,6624,7206,653,2,1,Debt Repayment,60,55,17,31,22,0,500,0.121,0.131,0.608
54,54142,17518,9442,7145,598,4,1,Debt Repayment,12,66,0,26,80,0,500,0.174,0.132,0.324
39,25412,22050,6161,7172,686,3,1,Short Term Savings,60,63,74,89,15,2,718,0.242,0.282,0.868
29,54395,19018,12232,29130,648,2,1,Debt Repayment,12,77,67,62,49,1,500,0.225,0.536,0.35
19,60167,39626,10434,6926,599,3,3,Debt Repayment,6,63,62,85,56,2,500,0.173,0.115,0.659
54,17567,14520,3812,3034,687,2,1,Emergency Fund,6,94,38,42,18,1,6984,0.217,0.173,0.827
24,43798,15235,1734,22415,770,3,2,Emergency Fund,6,38,62,14,51,0,18522,0.04,0.512,0.348
43,38685,24461,4129,7874,653,6,1,Debt Repayment,12,92,26,76,17,1,500,0.107,0.204,0.632
43,39892,31697,917,23035,474,3,2,Investing,12,60,49,72,26,1,15314,0.023,0.577,0.795
